filename,rows,missing_or_invalid,min,max,mean,std,damage,file_number
train32.csv,581119,0,-32.342957,21.803793,-2.674474887430377,2.733619483027811,0.05965584,32
train33.csv,581119,0,-23.370583,14.461987,-4.936302924882502,3.1019716859411854,0.028831268,33
train34.csv,581119,0,-47.729713,43.152645,2.2589814078605137,11.35249969736423,0.700103573,34
train35.csv,581119,0,-15.746033,21.788912,1.4326400949620468,3.117684226381415,0.028827561,35
train36.csv,581119,0,-23.678839,53.121532,5.908185654717046,11.082267137937412,0.332861874,36
train37.csv,581119,0,-28.730515,60.196007,5.437929560621642,6.692634261926619,0.50786784,37
train38.csv,581119,0,-25.226496,23.02725,-1.3836948725768592,8.400284104014126,0.035914277,38
train39.csv,581119,0,-53.697124,28.435017,-7.735797783841936,10.905993327985696,0.542141961,39
train40.csv,581119,0,-28.751242,43.214825,1.9493635829148224,10.432395460172291,0.178849028,40
train41.csv,581119,0,-27.185514,38.105217,1.8244159543627725,5.7429650675495,0.132170551,41
train42.csv,581119,0,-34.961536,26.272972,0.9361231515632924,6.0059370172461435,0.132121434,42
train43.csv,581119,0,-46.210224,33.800262,-1.325589248971673,6.727537434770893,0.435326638,43
train44.csv,581119,0,-31.43732,31.319334,-0.34079204036984817,8.149866110040808,0.141935868,44
train45.csv,581119,0,-37.124115,31.521294,-2.8053464968558703,6.574876107495647,0.187610341,45
train46.csv,581119,0,-31.052532,28.281418,-1.572613883303919,6.4629335883982035,0.094676808,46
train47.csv,581119,0,-28.117193,25.323755,-1.2544793290872536,7.767749958184581,0.072398903,47
train48.csv,581119,0,-35.327194,28.930351,-2.3247176838368944,10.62682339137401,0.132467063,48
train49.csv,581119,0,-34.365223,39.790527,4.221795385689018,10.903766658217876,0.476568618,49
train50.csv,581119,0,-21.366919,30.309528,3.570699407591124,4.334709975223877,0.040152677,50
train51.csv,581119,0,-25.380417,34.79791,2.253990550036209,8.875077836510702,0.131487919,51
train52.csv,581119,0,-58.13654,26.325588,-7.762403011650547,9.74190016540072,0.616000631,52
train53.csv,581119,0,-24.10774,24.902828,2.4206190445935927,4.101127978121319,0.043912869,53
train54.csv,581119,0,-53.751335,36.620808,-4.151600723380873,16.033114403274006,0.832608215,54
train55.csv,581119,0,-32.746876,24.189056,-3.122202644249523,3.4789349281475452,0.055313708,55
train56.csv,581119,0,-30.800001,24.411146,-0.049221871325460374,5.317910879797727,0.0400505,56
train57.csv,581119,0,-54.74838,32.719772,-4.180766790219919,9.927065379926848,0.728839308,57
train58.csv,581119,0,-23.079866,20.692476,-2.871828127709655,3.1134803081098945,0.031759612,58
train59.csv,581119,0,-36.680332,25.17069,-4.160119647449443,8.937526392647992,0.09153768,59
train60.csv,581119,0,-26.675299,22.888002,-0.5679779630367452,2.9962496892630828,0.038279074,60
train61.csv,581119,0,-31.943287,33.445236,-0.20088068520682756,8.723122651123854,0.103184684,61
train62.csv,581119,0,-30.442932,22.15616,-2.077746189793625,3.4573338661192077,0.046122257,62
train63.csv,581119,0,-14.962105,22.458038,2.4753429571719723,2.9379955419192774,0.03208265,63
train64.csv,581119,0,-27.402357,51.983112,4.59036616906494,6.662996894040597,0.280285955,64
